well,z,channel,focus_laplacian_var,focus_normalized_var
B05,1,MITO,69615.53125,3081.177903507435
B05,1,PHAandWGA,24107.623046875,1039.3002612263854
B05,1,SYTO,15078.7890625,666.921231701474
B05,2,CONC,6538.60302734375,161.73703363868952
B05,2,HOECHST,3804.1416015625,118.1168613189876
B05,2,MITO,72589.9375,3309.1660440646065
B05,2,PHAandWGA,25135.796875,1134.480058108488
B05,2,SYTO,16306.853515625,743.837799656845
B05,3,CONC,6841.69677734375,176.07395374625605
B05,3,HOECHST,3966.985595703125,128.50968087212453
B05,3,MITO,74363.453125,3496.8833556659615
B05,3,PHAandWGA,26615.0390625,1223.7564169203854
B05,3,SYTO,17460.51953125,807.7472429358542
B05,4,CONC,7111.9208984375,184.80677081302323
B05,4,HOECHST,4153.3828125,136.59388124905948
B05,4,MITO,77397.734375,3616.3428825931715
B05,4,PHAandWGA,27857.185546875,1279.3537196104019
B05,4,SYTO,18857.810546875,845.9314471395098
B05,5,CONC,7366.18408203125,190.32366676797497
B05,5,HOECHST,4318.35888671875,141.99327403450116
B05,5,MITO,79978.84375,3691.6218955848262
B05,5,PHAandWGA,29205.33203125,1316.791338595369
B05,5,SYTO,19826.97265625,863.6823613924834
B05,6,CONC,7622.4609375,192.97523806767254
B05,6,HOECHST,4469.92626953125,147.0817685540865
B05,6,MITO,81414.390625,3755.2008268835125
B05,6,PHAandWGA,30668.435546875,1336.220945208238
B05,6,SYTO,21059.98828125,867.998221018052
B05,7,CONC,7789.69580078125,192.3940681960549
B05,7,HOECHST,4619.59521484375,151.37488353999592
B05,7,MITO,83734.640625,3758.3874515612824
B05,7,PHAandWGA,31560.0859375,1337.8736586622347
B05,7,SYTO,21704.87109375,858.41769096303
B05,8,CONC,7909.44482421875,189.14494277655666
B05,8,HOECHST,4721.0712890625,151.38562669178702
B05,8,MITO,85822.328125,3738.2993640886875
B05,8,PHAandWGA,32056.6484375,1329.7424771401754
B05,8,SYTO,22202.060546875,843.2721234214799
B05,9,CONC,8008.4453125,185.54032663701344
B05,9,HOECHST,4782.6162109375,146.18649747263504
B05,9,MITO,86540.96875,3698.809994330178
B05,9,PHAandWGA,32671.25390625,1314.675490230365
B05,9,SYTO,22379.697265625,816.384539251789
