,Metadata_PlateWell,Metadata_Site,Metadata_cell_line,ObjectNumber_cytoplasm,ObjectNumber_nuclei,AreaShape_Area_cytoplasm,Metadata_Barcode,Metadata_Well,z_um,total_per_spheroid
977,PB000138_O09,8,HCT116,64.0,74.0,194782,PB000138,O09,40,558.0
978,PB000139_G03,8,HCT116,143.0,188.0,444560,PB000139,G03,40,1422.0
979,PB000138_G13,8,HCT116,170.0,206.0,521729,PB000138,G13,40,1541.0
980,PB000142_L18,8,HT29,66.0,91.0,256395,PB000142,L18,40,743.0
981,PB000138_K11,8,HCT116,46.0,57.0,115503,PB000138,K11,40,447.0
982,PB000141_J14,8,HT29,88.0,116.0,316226,PB000141,J14,40,889.0
983,PB000140_G14,8,HT29,120.0,145.0,439482,PB000140,G14,40,1316.0
984,PB000137_J14,8,HCT116,175.0,214.0,522297,PB000137,J14,40,1549.0
985,PB000139_I17,8,HT29,84.0,109.0,298587,PB000139,I17,40,889.0
986,PB000138_E16,8,HCT116,176.0,214.0,522755,PB000138,E16,40,1514.0
987,PB000142_H17,8,HT29,43.0,53.0,142915,PB000142,H17,40,484.0
988,PB000138_N04,8,HCT116,10.0,12.0,33459,PB000138,N04,40,141.0
989,PB000141_I21,8,HT29,96.0,131.0,341562,PB000141,I21,40,955.0
990,PB000138_L07,8,HCT116,165.0,216.0,499186,PB000138,L07,40,1531.0
991,PB000142_I21,8,HT29,42.0,51.5,140161,PB000142,I21,40,486.0
992,PB000142_J03,8,HT29,26.0,33.0,99101,PB000142,J03,40,254.0
993,PB000139_K20,8,HT29,42.0,52.0,152565,PB000139,K20,40,524.0
994,PB000137_G13,8,HCT116,158.0,213.0,475336,PB000137,G13,40,1660.0
995,PB000139_B04,8,HCT116,117.0,153.0,337503,PB000139,B04,40,1173.0
996,PB000139_B15,8,HT29,101.0,124.0,337635,PB000139,B15,40,897.0
997,PB000139_H23,8,HT29,36.0,47.0,131760,PB000139,H23,40,333.0
998,PB000142_L07,8,HT29,77.0,101.0,229153,PB000142,L07,40,792.0
999,PB000140_N05,8,HCT116,170.0,226.0,511487,PB000140,N05,40,1727.0
1000,PB000138_J03,8,HCT116,167.0,196.0,502273,PB000138,J03,40,1666.0
1001,PB000141_G02,8,HT29,97.0,128.5,345806,PB000141,G02,40,1022.0
1002,PB000139_O07,8,HCT116,110.0,150.5,329886,PB000139,O07,40,1220.0
1003,PB000142_C05,8,HT29,17.0,19.0,57740,PB000142,C05,40,216.0
1004,PB000142_F20,8,HT29,81.0,116.0,317388,PB000142,F20,40,851.0
1005,PB000138_C05,8,HCT116,159.0,190.5,463795,PB000138,C05,40,1564.0
1006,PB000142_B22,8,HT29,56.0,79.0,203788,PB000142,B22,40,609.0
1007,PB000137_B22,8,HCT116,85.0,105.0,283545,PB000137,B22,40,946.0
1008,PB000140_C10,8,HCT116,156.0,190.0,452927,PB000140,C10,40,1394.0
1009,PB000142_O09,8,HT29,86.0,115.0,297225,PB000142,O09,40,789.0
1010,PB000137_N15,8,HCT116,143.0,201.0,445588,PB000137,N15,40,1383.0
1011,PB000138_B22,8,HCT116,153.0,194.5,432720,PB000138,B22,40,1588.0
1012,PB000138_L18,8,HCT116,143.0,192.0,442083,PB000138,L18,40,1728.0
1013,PB000139_C21,8,HT29,66.0,86.0,215915,PB000139,C21,40,542.0
1014,PB000140_K20,8,HT29,107.0,139.0,400347,PB000140,K20,40,1061.0
1015,PB000138_M23,8,HCT116,175.0,209.66666666666666,509324,PB000138,M23,40,1644.0
1016,PB000137_D12,9,HCT116,187.0,236.0,532300,PB000137,D12,45,1813.0
1017,PB000139_K20,9,HT29,45.0,57.0,161448,PB000139,K20,45,524.0
1018,PB000140_O22,9,HT29,86.0,114.66666666666667,318619,PB000140,O22,45,821.0
1019,PB000142_F06,9,HT29,95.0,124.0,310020,PB000142,F06,45,915.0
1020,PB000139_H12,9,HCT116,180.0,239.0,572301,PB000139,H12,45,1663.0
1021,PB000141_G13,9,HT29,120.0,150.0,387916,PB000141,G13,45,1164.0
1022,PB000142_F20,9,HT29,92.0,114.0,320010,PB000142,F20,45,851.0
1023,PB000140_O18,9,HT29,93.0,125.0,367579,PB000140,O18,45,1011.0
1024,PB000140_O11,9,HCT116,147.0,187.5,453979,PB000140,O11,45,1553.0
1025,PB000138_E16,9,HCT116,184.0,223.5,535910,PB000138,E16,45,1514.0
1026,PB000140_H12,9,HCT116,126.0,167.0,417040,PB000140,H12,45,1359.0
1027,PB000142_H10,9,HT29,71.0,97.5,242216,PB000142,H10,45,661.0
1028,PB000137_I21,9,HCT116,135.0,169.0,415339,PB000137,I21,45,1320.0
1029,PB000141_H10,9,HT29,55.0,81.0,198451,PB000141,H10,45,634.0
1030,PB000142_G13,9,HT29,104.0,135.0,353298,PB000142,G13,45,898.0
1031,PB000137_O09,9,HCT116,196.0,232.0,584883,PB000137,O09,45,1928.0
1032,PB000138_N15,9,HCT116,163.0,205.0,491136,PB000138,N15,45,1713.0
1033,PB000142_H17,9,HT29,41.0,53.0,139818,PB000142,H17,45,484.0
1034,PB000140_N05,9,HCT116,179.0,223.5,553808,PB000140,N05,45,1727.0
1035,PB000138_J14,9,HCT116,151.0,196.0,464940,PB000138,J14,45,1641.0
1036,PB000139_C21,9,HT29,62.0,82.0,197120,PB000139,C21,45,542.0
1037,PB000137_H17,9,HCT116,143.0,200.0,428773,PB000137,H17,45,1431.0
1038,PB000141_O09,9,HT29,145.0,184.0,464074,PB000141,O09,45,1362.0
1039,PB000140_I06,9,HCT116,147.0,199.0,445531,PB000140,I06,45,1621.0
1040,PB000138_F06,9,HCT116,143.0,187.0,451348,PB000138,F06,45,1383.0
1041,PB000142_N04,9,HT29,114.0,146.5,363914,PB000142,N04,45,1007.0
1042,PB000140_I17,9,HT29,107.0,128.0,390394,PB000140,I17,45,903.0
1043,PB000140_K09,9,HCT116,131.0,172.0,391692,PB000140,K09,45,1513.0
1044,PB000138_H10,9,HCT116,172.0,215.0,491831,PB000138,H10,45,1739.0
1045,PB000139_O11,9,HCT116,156.0,212.0,507002,PB000139,O11,45,1527.0
1046,PB000139_E13,9,HT29,103.0,137.0,363754,PB000139,E13,45,1102.0
1047,PB000139_O18,9,HT29,72.0,94.5,255836,PB000139,O18,45,701.0
1048,PB000139_I17,9,HT29,81.0,101.0,295176,PB000139,I17,45,889.0
1049,PB000142_L18,9,HT29,67.0,89.0,230932,PB000142,L18,45,743.0
1050,PB000138_G13,9,HCT116,169.0,216.0,516932,PB000138,G13,45,1541.0
1051,PB000139_H23,9,HT29,28.0,37.0,107285,PB000139,H23,45,333.0
1052,PB000140_G03,9,HCT116,112.0,142.0,345435,PB000140,G03,45,1262.0
1053,PB000142_N15,9,HT29,105.0,130.0,356214,PB000142,N15,45,941.0
1054,PB000138_H17,9,HCT116,28.0,32.0,87266,PB000138,H17,45,522.0
1055,PB000137_N15,9,HCT116,148.0,199.0,452679,PB000137,N15,45,1383.0
1056,PB000140_C10,9,HCT116,147.0,183.0,432682,PB000140,C10,45,1394.0
1057,PB000141_H17,9,HT29,123.0,158.0,378381,PB000141,H17,45,1074.0
1058,PB000138_B22,9,HCT116,148.0,184.0,402145,PB000138,B22,45,1588.0
1059,PB000141_L18,9,HT29,113.0,159.0,380509,PB000141,L18,45,1036.0
1060,PB000142_J14,9,HT29,87.0,124.5,319658,PB000142,J14,45,810.0
1061,PB000138_O09,9,HCT116,59.0,76.0,177417,PB000138,O09,45,558.0
1062,PB000141_C05,9,HT29,105.0,143.0,369704,PB000141,C05,45,1062.0
1063,PB000139_C10,9,HCT116,125.0,159.66666666666666,384044,PB000139,C10,45,1344.0
1064,PB000140_E13,9,HT29,124.0,173.5,456403,PB000140,E13,45,1352.0
1065,PB000142_O09,9,HT29,85.0,111.0,270969,PB000142,O09,45,789.0
1066,PB000140_K20,9,HT29,122.0,151.0,411490,PB000140,K20,45,1061.0
1067,PB000137_L18,9,HCT116,168.0,220.0,516594,PB000137,L18,45,1787.0
1068,PB000138_M23,9,HCT116,172.0,217.0,527339,PB000138,M23,45,1644.0
1069,PB000142_C05,9,HT29,19.0,22.0,69011,PB000142,C05,45,216.0
1070,PB000138_D12,9,HCT116,199.0,250.0,584847,PB000138,D12,45,1785.0
1071,PB000140_H23,9,HT29,107.0,141.0,364228,PB000140,H23,45,1092.0
1072,PB000138_N04,9,HCT116,8.0,11.5,25408,PB000138,N04,45,141.0
1073,PB000138_I21,9,HCT116,140.0,174.5,449971,PB000138,I21,45,1440.0
1074,PB000140_B04,9,HCT116,82.0,100.0,261809,PB000140,B04,45,855.0
1075,PB000139_K09,9,HCT116,127.0,184.0,427607,PB000139,K09,45,1341.0
1076,PB000137_J03,9,HCT116,164.0,206.0,495622,PB000137,J03,45,1619.0
1077,PB000142_D12,9,HT29,125.0,160.0,411611,PB000142,D12,45,1098.0
1078,PB000139_I06,9,HCT116,154.0,192.0,453345,PB000139,I06,45,1525.0
1079,PB000141_G02,9,HT29,86.0,120.5,312720,PB000141,G02,45,1022.0
1080,PB000142_J03,9,HT29,22.0,27.5,84572,PB000142,J03,45,254.0
1081,PB000138_G02,9,HCT116,142.0,169.0,441760,PB000138,G02,45,1540.0
1082,PB000141_D12,9,HT29,119.0,141.0,377749,PB000141,D12,45,977.0
1083,PB000142_K11,9,HT29,108.0,145.0,363768,PB000142,K11,45,970.0
1084,PB000141_B22,9,HT29,8.0,9.0,27045,PB000141,B22,45,131.0
1085,PB000142_I21,9,HT29,41.0,54.5,141506,PB000142,I21,45,486.0
1086,PB000137_M23,9,HCT116,171.0,213.0,540085,PB000137,M23,45,1559.0
1087,PB000137_B22,9,HCT116,89.0,109.0,276209,PB000137,B22,45,946.0
1088,PB000141_J14,9,HT29,97.0,130.0,343733,PB000141,J14,45,889.0
1089,PB000138_L18,9,HCT116,157.0,204.0,458960,PB000138,L18,45,1728.0
1090,PB000142_B22,9,HT29,67.0,89.0,237774,PB000142,B22,45,609.0
1091,PB000142_E16,9,HT29,49.0,64.0,164583,PB000142,E16,45,528.0
1092,PB000138_K11,9,HCT116,33.0,42.0,79713,PB000138,K11,45,447.0
1093,PB000139_O07,9,HCT116,97.0,134.5,304255,PB000139,O07,45,1220.0
1094,PB000138_L07,9,HCT116,156.0,207.0,472367,PB000138,L07,45,1531.0
1095,PB000141_I21,9,HT29,97.0,128.5,336647,PB000141,I21,45,955.0
1096,PB000141_F06,9,HT29,122.0,144.0,406836,PB000141,F06,45,1068.0
1097,PB000138_C05,9,HCT116,159.0,204.0,454955,PB000138,C05,45,1564.0
1098,PB000139_N16,9,HT29,113.0,140.0,361719,PB000139,N16,45,930.0
1099,PB000139_B15,9,HT29,98.0,133.0,330556,PB000139,B15,45,897.0
1100,PB000139_N05,9,HCT116,104.0,141.0,313102,PB000139,N05,45,975.0
1101,PB000141_M23,9,HT29,93.0,130.0,314912,PB000141,M23,45,945.0
1102,PB000137_H10,9,HCT116,121.0,167.0,395994,PB000137,H10,45,1161.0
1103,PB000141_E16,9,HT29,101.0,131.0,318335,PB000141,E16,45,961.0
1104,PB000139_G03,9,HCT116,149.0,191.0,470184,PB000139,G03,45,1422.0
1105,PB000140_O07,9,HCT116,124.0,159.0,410506,PB000140,O07,45,1257.0
1106,PB000137_F20,9,HCT116,170.0,221.0,483164,PB000137,F20,45,1721.0
1107,PB000138_J03,9,HCT116,160.0,201.0,489718,PB000138,J03,45,1666.0
1108,PB000140_B15,9,HT29,66.0,74.0,215017,PB000140,B15,45,596.0
1109,PB000137_F06,9,HCT116,149.0,203.0,438057,PB000137,F06,45,1377.0
1110,PB000139_B04,9,HCT116,122.0,156.0,357342,PB000139,B04,45,1173.0
1111,PB000137_G02,9,HCT116,135.0,181.0,425273,PB000137,G02,45,1310.0
1112,PB000141_N15,9,HT29,116.0,142.0,376273,PB000141,N15,45,1083.0
1113,PB000140_E02,9,HCT116,183.0,229.0,555765,PB000140,E02,45,1830.0
1114,PB000137_G13,9,HCT116,161.0,217.0,490614,PB000137,G13,45,1660.0
1115,PB000139_O22,9,HT29,82.0,114.0,289173,PB000139,O22,45,911.0
1116,PB000142_L07,9,HT29,68.0,88.0,207999,PB000142,L07,45,792.0
1117,PB000137_J14,9,HCT116,178.0,221.5,531348,PB000137,J14,45,1549.0
1118,PB000137_E16,9,HCT116,137.0,177.0,406278,PB000137,E16,45,1422.0
1119,PB000140_N16,9,HT29,101.0,130.0,359755,PB000140,N16,45,986.0
1120,PB000137_L07,9,HCT116,126.0,166.0,403356,PB000137,L07,45,1401.0
1121,PB000137_C05,9,HCT116,186.0,249.0,582594,PB000137,C05,45,1949.0
1122,PB000139_G14,9,HT29,123.0,160.0,384083,PB000139,G14,45,1127.0
1123,PB000141_L07,9,HT29,82.0,119.0,290157,PB000141,L07,45,826.0
1124,PB000138_F20,9,HCT116,168.0,219.0,504833,PB000138,F20,45,1585.0
1125,PB000141_K11,9,HT29,128.0,144.0,394213,PB000141,K11,45,1102.0
1126,PB000140_G14,9,HT29,149.0,188.0,495608,PB000140,G14,45,1316.0
1127,PB000137_K11,9,HCT116,150.0,214.0,458666,PB000137,K11,45,1401.0
1128,PB000142_M23,9,HT29,80.0,109.0,261144,PB000142,M23,45,678.0
1129,PB000137_B22,10,HCT116,79.0,98.0,248209,PB000137,B22,50,946.0
1130,PB000138_J14,10,HCT116,161.0,203.0,488468,PB000138,J14,50,1641.0
1131,PB000139_O22,10,HT29,83.0,120.5,289975,PB000139,O22,50,911.0
1132,PB000141_D12,10,HT29,119.0,150.5,380369,PB000141,D12,50,977.0
1133,PB000142_H17,10,HT29,43.0,58.0,150487,PB000142,H17,50,484.0
1134,PB000138_L07,10,HCT116,156.0,203.0,485337,PB000138,L07,50,1531.0
1135,PB000141_G02,10,HT29,111.0,145.0,383185,PB000141,G02,50,1022.0
1136,PB000139_B15,10,HT29,114.0,141.0,369931,PB000139,B15,50,897.0
1137,PB000137_K11,10,HCT116,159.0,221.0,456166,PB000137,K11,50,1401.0
1138,PB000140_O18,10,HT29,102.0,130.0,374878,PB000140,O18,50,1011.0
1139,PB000138_C05,10,HCT116,145.0,176.0,445665,PB000138,C05,50,1564.0
1140,PB000139_N05,10,HCT116,107.0,147.0,318438,PB000139,N05,50,975.0
1141,PB000139_K09,10,HCT116,129.0,186.0,409954,PB000139,K09,50,1341.0
1142,PB000138_J03,10,HCT116,135.0,170.0,421756,PB000138,J03,50,1666.0
1143,PB000137_N15,10,HCT116,157.0,207.0,454264,PB000137,N15,50,1383.0
1144,PB000141_M23,10,HT29,106.0,141.0,365695,PB000141,M23,50,945.0
1145,PB000140_K09,10,HCT116,139.0,177.0,397367,PB000140,K09,50,1513.0
1146,PB000142_H10,10,HT29,69.0,98.0,224237,PB000142,H10,50,661.0
1147,PB000140_O11,10,HCT116,135.0,174.0,436343,PB000140,O11,50,1553.0
1148,PB000141_C05,10,HT29,108.0,149.0,380539,PB000141,C05,50,1062.0
1149,PB000141_I21,10,HT29,109.0,141.0,369141,PB000141,I21,50,955.0
1150,PB000139_O07,10,HCT116,100.0,123.5,317804,PB000139,O07,50,1220.0
1151,PB000142_G13,10,HT29,108.0,133.0,369684,PB000142,G13,50,898.0
1152,PB000141_N15,10,HT29,130.0,165.0,418426,PB000141,N15,50,1083.0
1153,PB000142_M23,10,HT29,96.0,121.0,311334,PB000142,M23,50,678.0
1154,PB000142_D12,10,HT29,120.0,154.0,397601,PB000142,D12,50,1098.0
1155,PB000139_H23,10,HT29,27.0,35.0,97223,PB000139,H23,50,333.0
1156,PB000140_E02,10,HCT116,183.0,232.0,570798,PB000140,E02,50,1830.0
1157,PB000141_H10,10,HT29,62.0,79.0,207709,PB000141,H10,50,634.0
1158,PB000137_F20,10,HCT116,173.0,226.0,493752,PB000137,F20,50,1721.0
1159,PB000139_I17,10,HT29,94.0,122.0,320858,PB000139,I17,50,889.0
1160,PB000142_L07,10,HT29,62.0,88.0,204341,PB000142,L07,50,792.0
1161,PB000137_E16,10,HCT116,141.0,190.0,408651,PB000137,E16,50,1422.0
1162,PB000137_D12,10,HCT116,183.0,227.0,540618,PB000137,D12,50,1813.0
1163,PB000141_L07,10,HT29,74.0,103.0,257127,PB000141,L07,50,826.0
1164,PB000142_I21,10,HT29,46.0,55.5,151059,PB000142,I21,50,486.0
1165,PB000139_B04,10,HCT116,123.0,153.0,383126,PB000139,B04,50,1173.0
1166,PB000137_L18,10,HCT116,169.0,205.5,494913,PB000137,L18,50,1787.0
1167,PB000141_L18,10,HT29,118.0,151.0,383764,PB000141,L18,50,1036.0
1168,PB000137_O09,10,HCT116,197.0,238.0,593574,PB000137,O09,50,1928.0
1169,PB000140_N05,10,HCT116,174.0,225.0,534954,PB000140,N05,50,1727.0
1170,PB000138_G13,10,HCT116,179.0,234.0,535809,PB000138,G13,50,1541.0
1171,PB000138_B22,10,HCT116,136.0,177.0,380102,PB000138,B22,50,1588.0
1172,PB000138_F20,10,HCT116,171.0,216.0,528246,PB000138,F20,50,1585.0
1173,PB000141_J14,10,HT29,103.0,137.0,331467,PB000141,J14,50,889.0
1174,PB000139_C21,10,HT29,51.0,71.5,164700,PB000139,C21,50,542.0
1175,PB000141_O09,10,HT29,141.0,181.0,437111,PB000141,O09,50,1362.0
1176,PB000138_O09,10,HCT116,47.0,58.0,140771,PB000138,O09,50,558.0
1177,PB000140_K20,10,HT29,116.0,157.0,399498,PB000140,K20,50,1061.0
1178,PB000140_G03,10,HCT116,111.0,142.0,332497,PB000140,G03,50,1262.0
1179,PB000142_E16,10,HT29,45.0,61.0,139311,PB000142,E16,50,528.0
1180,PB000142_B22,10,HT29,59.0,79.0,185367,PB000142,B22,50,609.0
1181,PB000138_K11,10,HCT116,25.0,33.0,67661,PB000138,K11,50,447.0
1182,PB000138_H10,10,HCT116,184.0,247.5,535620,PB000138,H10,50,1739.0
1183,PB000142_J03,10,HT29,21.0,26.0,77697,PB000142,J03,50,254.0
1184,PB000138_F06,10,HCT116,155.0,209.0,464606,PB000138,F06,50,1383.0
1185,PB000137_F06,10,HCT116,148.0,201.0,421758,PB000137,F06,50,1377.0
1186,PB000139_I06,10,HCT116,140.0,192.0,417156,PB000139,I06,50,1525.0
1187,PB000140_B04,10,HCT116,91.0,111.0,282930,PB000140,B04,50,855.0
1188,PB000139_N16,10,HT29,115.0,144.0,378203,PB000139,N16,50,930.0
1189,PB000139_C10,10,HCT116,130.0,160.0,398508,PB000139,C10,50,1344.0
1190,PB000141_E16,10,HT29,94.0,130.0,314720,PB000141,E16,50,961.0
1191,PB000141_G13,10,HT29,126.0,153.0,415231,PB000141,G13,50,1164.0
1192,PB000138_H17,10,HCT116,25.0,28.0,80745,PB000138,H17,50,522.0
1193,PB000142_G02,10,HT29,3.0,3.0,11888,PB000142,G02,50,19.0
1194,PB000137_L07,10,HCT116,122.0,156.0,386016,PB000137,L07,50,1401.0
1195,PB000142_N04,10,HT29,102.0,138.5,328128,PB000142,N04,50,1007.0
1196,PB000140_N16,10,HT29,105.0,134.0,371292,PB000140,N16,50,986.0
1197,PB000137_J03,10,HCT116,156.0,206.0,478322,PB000137,J03,50,1619.0
1198,PB000142_J14,10,HT29,91.0,121.0,297291,PB000142,J14,50,810.0
1199,PB000137_J14,10,HCT116,172.0,220.0,527800,PB000137,J14,50,1549.0
1200,PB000142_L18,10,HT29,82.0,113.0,274667,PB000142,L18,50,743.0
1201,PB000139_O11,10,HCT116,163.0,215.0,532082,PB000139,O11,50,1527.0
1202,PB000142_C05,10,HT29,19.0,24.5,73098,PB000142,C05,50,216.0
1203,PB000137_G13,10,HCT116,143.0,200.0,438390,PB000137,G13,50,1660.0
1204,PB000142_O09,10,HT29,97.0,119.0,286500,PB000142,O09,50,789.0
1205,PB000140_I06,10,HCT116,140.0,185.0,431163,PB000140,I06,50,1621.0
1206,PB000140_O22,10,HT29,92.0,115.0,323200,PB000140,O22,50,821.0
1207,PB000140_I17,10,HT29,104.0,138.0,393961,PB000140,I17,50,903.0
1208,PB000138_G02,10,HCT116,141.0,181.0,431752,PB000138,G02,50,1540.0
1209,PB000140_H12,10,HCT116,129.0,167.0,393186,PB000140,H12,50,1359.0
1210,PB000140_G14,10,HT29,164.0,197.5,506377,PB000140,G14,50,1316.0
1211,PB000139_H12,10,HCT116,179.0,241.0,575014,PB000139,H12,50,1663.0
1212,PB000137_C05,10,HCT116,178.0,221.0,554025,PB000137,C05,50,1949.0
1213,PB000140_E13,10,HT29,145.0,175.0,479003,PB000140,E13,50,1352.0
1214,PB000138_D12,10,HCT116,203.0,247.0,576366,PB000138,D12,50,1785.0
1215,PB000138_E16,10,HCT116,169.0,219.0,498506,PB000138,E16,50,1514.0
1216,PB000139_G14,10,HT29,121.0,151.0,377669,PB000139,G14,50,1127.0
1217,PB000141_H17,10,HT29,118.0,164.0,382584,PB000141,H17,50,1074.0
1218,PB000142_K11,10,HT29,102.0,137.0,332606,PB000142,K11,50,970.0
1219,PB000139_K20,10,HT29,45.0,60.0,166774,PB000139,K20,50,524.0
1220,PB000139_O18,10,HT29,65.0,90.0,230349,PB000139,O18,50,701.0
1221,PB000140_O07,10,HCT116,140.0,176.5,434003,PB000140,O07,50,1257.0
1222,PB000142_F20,10,HT29,93.0,114.0,313609,PB000142,F20,50,851.0
1223,PB000140_B15,10,HT29,65.0,80.0,212383,PB000140,B15,50,596.0
1224,PB000140_H23,10,HT29,117.0,156.5,362750,PB000140,H23,50,1092.0
1225,PB000140_C10,10,HCT116,149.0,195.0,451134,PB000140,C10,50,1394.0
1226,PB000139_G03,10,HCT116,155.0,208.0,464880,PB000139,G03,50,1422.0
1227,PB000141_K11,10,HT29,123.0,143.5,383254,PB000141,K11,50,1102.0
1228,PB000137_G02,10,HCT116,133.0,179.0,409075,PB000137,G02,50,1310.0
1229,PB000139_E13,10,HT29,111.0,144.5,382689,PB000139,E13,50,1102.0
1230,PB000137_I21,10,HCT116,140.0,186.0,416283,PB000137,I21,50,1320.0
1231,PB000137_H17,10,HCT116,160.0,217.0,481069,PB000137,H17,50,1431.0
1232,PB000141_F06,10,HT29,132.0,167.5,417640,PB000141,F06,50,1068.0
1233,PB000141_B22,10,HT29,9.0,9.0,26500,PB000141,B22,50,131.0
1234,PB000142_F06,10,HT29,97.0,129.0,328326,PB000142,F06,50,915.0
1235,PB000137_M23,10,HCT116,163.0,211.0,520111,PB000137,M23,50,1559.0
1236,PB000137_H10,10,HCT116,128.0,170.0,405778,PB000137,H10,50,1161.0
1237,PB000138_L18,10,HCT116,141.0,186.0,432638,PB000138,L18,50,1728.0
1238,PB000138_N04,10,HCT116,10.0,13.0,29660,PB000138,N04,50,141.0
1239,PB000138_M23,10,HCT116,177.0,234.0,521229,PB000138,M23,50,1644.0
1240,PB000142_N15,10,HT29,96.0,126.0,324381,PB000142,N15,50,941.0
1241,PB000138_N15,10,HCT116,159.0,218.0,467487,PB000138,N15,50,1713.0
1242,PB000138_I21,10,HCT116,132.0,173.0,425089,PB000138,I21,50,1440.0
1243,PB000140_G03,11,HCT116,119.0,156.0,350036,PB000140,G03,55,1262.0
1244,PB000139_O22,11,HT29,87.0,111.0,281921,PB000139,O22,55,911.0
1245,PB000142_H17,11,HT29,39.0,48.5,130268,PB000142,H17,55,484.0
1246,PB000138_I21,11,HCT116,133.0,165.0,401291,PB000138,I21,55,1440.0
1247,PB000139_E13,11,HT29,118.0,146.0,378399,PB000139,E13,55,1102.0
1248,PB000138_J14,11,HCT116,162.0,210.0,485030,PB000138,J14,55,1641.0
1249,PB000137_L07,11,HCT116,116.0,145.0,341218,PB000137,L07,55,1401.0
1250,PB000137_G13,11,HCT116,150.0,188.5,471625,PB000137,G13,55,1660.0
1251,PB000137_O09,11,HCT116,218.0,269.0,634466,PB000137,O09,55,1928.0
1252,PB000137_L18,11,HCT116,149.0,205.0,460353,PB000137,L18,55,1787.0
1253,PB000140_N05,11,HCT116,167.0,214.0,510059,PB000140,N05,55,1727.0
1254,PB000140_B15,11,HT29,62.0,68.0,203393,PB000140,B15,55,596.0
1255,PB000141_C05,11,HT29,111.0,137.66666666666666,384063,PB000141,C05,55,1062.0
1256,PB000140_O22,11,HT29,80.0,112.0,299105,PB000140,O22,55,821.0
1257,PB000142_C05,11,HT29,15.0,17.5,51062,PB000142,C05,55,216.0
1258,PB000139_G03,11,HCT116,149.0,192.0,475724,PB000139,G03,55,1422.0
1259,PB000139_C10,11,HCT116,123.0,153.0,362301,PB000139,C10,55,1344.0
1260,PB000142_J03,11,HT29,17.0,19.0,61083,PB000142,J03,55,254.0
1261,PB000139_N05,11,HCT116,113.0,150.0,334953,PB000139,N05,55,975.0
1262,PB000141_I21,11,HT29,97.0,130.5,340679,PB000141,I21,55,955.0
1263,PB000137_H10,11,HCT116,145.0,182.0,447072,PB000137,H10,55,1161.0
1264,PB000138_L07,11,HCT116,151.0,184.5,459371,PB000138,L07,55,1531.0
1265,PB000140_H23,11,HT29,125.0,158.0,393864,PB000140,H23,55,1092.0
1266,PB000139_K09,11,HCT116,134.0,181.0,412539,PB000139,K09,55,1341.0
1267,PB000138_J03,11,HCT116,131.0,157.5,387702,PB000138,J03,55,1666.0
1268,PB000137_G02,11,HCT116,137.0,172.0,398645,PB000137,G02,55,1310.0
1269,PB000139_B15,11,HT29,119.0,155.5,386256,PB000139,B15,55,897.0
1270,PB000139_G14,11,HT29,120.0,161.0,396519,PB000139,G14,55,1127.0
1271,PB000141_B22,11,HT29,6.0,7.0,18589,PB000141,B22,55,131.0
1272,PB000137_K11,11,HCT116,155.0,217.5,460282,PB000137,K11,55,1401.0
1273,PB000142_F06,11,HT29,90.0,125.0,318065,PB000142,F06,55,915.0
1274,PB000137_M23,11,HCT116,170.0,219.0,511131,PB000137,M23,55,1559.0
1275,PB000142_I21,11,HT29,36.0,48.5,118342,PB000142,I21,55,486.0
1276,PB000141_F06,11,HT29,125.0,162.0,395493,PB000141,F06,55,1068.0
1277,PB000142_O09,11,HT29,84.0,111.0,264594,PB000142,O09,55,789.0
1278,PB000140_H12,11,HCT116,135.0,176.0,409544,PB000140,H12,55,1359.0
1279,PB000137_B22,11,HCT116,91.0,115.0,292024,PB000137,B22,55,946.0
1280,PB000138_E16,11,HCT116,179.0,225.0,522570,PB000138,E16,55,1514.0
1281,PB000141_J14,11,HT29,115.0,144.0,365003,PB000141,J14,55,889.0
1282,PB000138_N04,11,HCT116,4.0,6.0,9919,PB000138,N04,55,141.0
1283,PB000140_E13,11,HT29,153.0,176.5,491656,PB000140,E13,55,1352.0
1284,PB000137_E16,11,HCT116,129.0,171.0,369523,PB000137,E16,55,1422.0
1285,PB000139_O11,11,HCT116,152.0,207.0,487642,PB000139,O11,55,1527.0
1286,PB000139_O07,11,HCT116,108.0,136.0,350875,PB000139,O07,55,1220.0
1287,PB000140_C10,11,HCT116,147.0,187.0,452445,PB000140,C10,55,1394.0
1288,PB000142_F20,11,HT29,91.0,127.0,297400,PB000142,F20,55,851.0
1289,PB000142_J14,11,HT29,84.0,121.5,292207,PB000142,J14,55,810.0
1290,PB000141_M23,11,HT29,105.0,139.0,397070,PB000141,M23,55,945.0
1291,PB000140_I06,11,HCT116,143.0,183.0,426051,PB000140,I06,55,1621.0
1292,PB000142_G02,11,HT29,6.0,7.0,24980,PB000142,G02,55,19.0
1293,PB000140_N16,11,HT29,104.0,137.0,359106,PB000140,N16,55,986.0
1294,PB000139_B04,11,HCT116,131.0,167.0,404669,PB000139,B04,55,1173.0
1295,PB000140_K09,11,HCT116,138.0,173.0,378740,PB000140,K09,55,1513.0
1296,PB000139_I17,11,HT29,83.0,113.0,259027,PB000139,I17,55,889.0
1297,PB000138_M23,11,HCT116,185.0,237.0,544660,PB000138,M23,55,1644.0
1298,PB000141_L18,11,HT29,116.0,145.0,375213,PB000141,L18,55,1036.0
